2.2783299999999826,(0.11401913794212871, 30.36463824420505)
115.6515290000001,(0.42328836563891836, 11.078375192854139)
228.9008040000001,(0.43206843628817132, 6.2092953517966798)
341.6631960000002,(0.44957813753684361, 4.1015160538090596)
453.63292400000046,(0.70192857883373894, 2.663788396464454)
566.2153400000002,(0.79562893221113418, 3.1156570699744752)
676.8196979999998,(0.8326500013404422, 2.5751772580809065)
787.220432000001,(0.85109523981147339, 2.4212437750763365)
897.1574299999997,(0.77021781704160908, 2.4609409490426382)
1006.1349509999991,(0.89500784957408908, 2.2640333211024601)
