85.75872599999998,(-2209.3620083209166, 0.12949822263158473)
175.114779,(-2209.3620083209166, 0.12949822263158473)
254.80130100000002,(-2209.3620083209166, 0.12949822263158473)
306.548559,(-2209.3620083209166, 0.12949822263158473)
348.66164200000003,(-2209.3620083209166, 0.12949822263158473)
396.792119,(-2209.3620083209166, 0.12949822263158473)
424.772003,(-2209.3620083209166, 0.12949822263158473)
466.394759,(-2209.3620083209166, 0.12949822263158473)
495.2908939999999,(-2209.3620083209166, 0.12949822263158473)
549.904212,(-615.03176030424447, 0.90565449521713648)
573.507964,(-615.03176030424447, 0.90565449521713648)
596.377297,(-615.03176030424447, 0.90565449521713648)
619.6861200000001,(-615.03176030424447, 0.90565449521713648)
642.5198660000001,(-615.03176030424447, 0.90565449521713648)
665.355,(-615.03176030424447, 0.90565449521713648)
688.151476,(-615.03176030424447, 0.90565449521713648)
711.352437,(-615.03176030424447, 0.90565449521713648)
737.0279330000001,(-615.03176030424447, 0.90565449521713648)
784.3430480000001,(-263.35706667555974, 0.91065291369084234)
807.3432040000001,(-263.35706667555974, 0.91065291369084234)
830.2917350000001,(-263.35706667555974, 0.91065291369084234)
850.7472500000001,(-263.35706667555974, 0.91065291369084234)
874.5392390000001,(-263.35706667555974, 0.91065291369084234)
898.232104,(-263.35706667555974, 0.91065291369084234)
921.4632640000001,(-263.35706667555974, 0.91065291369084234)
945.214062,(-263.35706667555974, 0.91065291369084234)
969.450135,(-263.35706667555974, 0.91065291369084234)
1022.936336,(-190.84215702961401, 0.91101737827369844)
1046.978838,(-190.84215702961401, 0.91101737827369844)
1072.163967,(-190.84215702961401, 0.91101737827369844)
1094.918062,(-190.84215702961401, 0.91101737827369844)
1118.939642,(-190.84215702961401, 0.91101737827369844)
1144.10404,(-190.84215702961401, 0.91101737827369844)
1159.570083,(-190.84215702961401, 0.91101737827369844)
1177.217261,(-190.84215702961401, 0.91101737827369844)
1190.989863,(-190.84215702961401, 0.91101737827369844)
1217.924689,(-177.53227288944205, 0.91024383195896741)
1231.243329,(-177.53227288944205, 0.91024383195896741)
1244.546594,(-177.53227288944205, 0.91024383195896741)
1257.9104869999999,(-177.53227288944205, 0.91024383195896741)
1271.218646,(-177.53227288944205, 0.91024383195896741)
1284.646397,(-177.53227288944205, 0.91024383195896741)
1299.221681,(-177.53227288944205, 0.91024383195896741)
1313.00207,(-177.53227288944205, 0.91024383195896741)
1326.663456,(-177.53227288944205, 0.91024383195896741)
1354.99395,(-115.80144524328487, 0.91071242032591826)
1369.129862,(-115.80144524328487, 0.91071242032591826)
1383.413743,(-115.80144524328487, 0.91071242032591826)
1398.0318889999999,(-115.80144524328487, 0.91071242032591826)
1412.6203,(-115.80144524328487, 0.91071242032591826)
1427.458387,(-115.80144524328487, 0.91071242032591826)
1442.3955859999999,(-115.80144524328487, 0.91071242032591826)
1457.465413,(-115.80144524328487, 0.91071242032591826)
1477.248945,(-115.80144524328487, 0.91071242032591826)
1507.158334,(-72.53036969961579, 0.91073473550609707)
1522.6671589999999,(-72.53036969961579, 0.91073473550609707)
1538.136442,(-72.53036969961579, 0.91073473550609707)
1553.641922,(-72.53036969961579, 0.91073473550609707)
1569.420146,(-72.53036969961579, 0.91073473550609707)
1585.132723,(-72.53036969961579, 0.91073473550609707)
1601.2442389999999,(-72.53036969961579, 0.91073473550609707)
1618.050769,(-72.53036969961579, 0.91073473550609707)
1634.766668,(-72.53036969961579, 0.91073473550609707)
1667.772651,(-77.436566952577564, 0.91128515613447758)
1689.477819,(-77.436566952577564, 0.91128515613447758)
1706.985485,(-77.436566952577564, 0.91128515613447758)
1723.860923,(-77.436566952577564, 0.91128515613447758)
1740.766699,(-77.436566952577564, 0.91128515613447758)
1757.7320969999998,(-77.436566952577564, 0.91128515613447758)
1774.9926429999998,(-77.436566952577564, 0.91128515613447758)
1793.35936,(-77.436566952577564, 0.91128515613447758)
