run	1	2	3	4	5	6	7	8	9
1	0.99999888889	1.08333243056	1.61538337278	3.09090628099	3.19999360001	4.41176211073	3.74999531251	4.56249714844	4.77777246914
2	0.99999888889	1.28571336735	1.91666506945	2.249998125	3.66666055557	2.99999625	3.99999692308	3.7999962	3.87499757813
3	0.99999909091	1.33333185185	1.68749894531	2.37499703125	2.99999400001	3.66666361111	3.14285564626	4.85713591838	4.90908644629
4	0.99999923077	1.1999988	1.7999988	3.61538183432	3.81817834711	4.11110654321	4.24999468751	4.66666277778	3.88888456791
5	1.14285551021	2.1999978	1.42856938776	2.33333138889	3.77777358025	5.3999964	4.18181438017	4.17646813149	4.83332930556
6	0.99999888889	0.999999166667	1.6999983	2.26666515556	2.999997	3.3999966	2.74999770834	4.91666256945	4.6999953
7	0.99999888889	1.44444283951	1.2222208642	2.58333118056	3.41666381945	3.08333076389	3.55555160494	4.16666435185	4.0999959
8	0.999999000001	1.06666595556	1.83333027778	3.85714010204	3.749996875	4.38461201184	3.43749785156	3.83332694446	3.62499546876
9	0.99999923077	1.33333111111	1.30769130178	2.54545223141	4.27272338843	4.0909053719	3.99999714286	4.27272338843	3.0999969
10	0.999999285715	1.0999989	1.85714020409	2.85714081633	3.62499546876	3.99999500001	3.88888456791	4.7999968	4.93333004445
