5583.720977999947,(0.12008060151173008, 17.693329695383706)
5684.12452999995,(0.43557019989689189, 1.4920517021020254)
5781.000777999947,(0.80705715093347763, 1.8068915444744957)
5874.031331999948,(0.92848139344321357, 1.1078011204997698)
5969.973266999947,(0.88107443071736224, 1.9261107985311083)
6068.938097999951,(0.95797160700956985, 1.0169676963289578)
6168.073934999953,(0.90826313797632852, 2.1289545900821687)
6262.794987999954,(0.93605925938818191, 0.91589224582248263)
6356.745905999956,(0.87615688074959652, 1.459918280614747)
6453.6098749999655,(0.8752169310649236, 1.4888449431525337)
6552.814026999957,(0.93453298146194885, 1.2632812549802992)
6647.227671999957,(0.8787091743946075, 1.1723212187820011)
6742.575967999954,(0.95934894084930422, 1.7126832640303506)
6837.949682999948,(0.8712343920204374, 1.0833355966144138)
6936.967371999948,(0.96535978380839027, 1.7440923298994699)
7031.412625999954,(0.91234338625272116, 1.2691440943148402)
7126.364478999945,(0.96694815011819202, 1.7685295236905416)
7221.524513999953,(0.94260581752989026, 1.0623041868739658)
7320.096313999951,(0.98828888638814294, 1.1562129705349604)
7417.222204999955,(0.89422310603989497, 1.8157284102174971)
7512.154993999953,(0.87719726909531492, 1.5554413291083442)
7606.1232809999565,(0.93410017738077378, 0.81631357057227028)
7702.751657999957,(0.91699435619513192, 1.5436829539802339)
7799.931030999956,(0.96859285491042668, 1.0860668832725948)
7893.820299999956,(0.9808049371110068, 1.0561868473953671)
7987.974162999963,(0.89778509611553614, 0.99224252454439799)
8085.392844999973,(0.97346269582377543, 0.63345430169502892)
8183.875269999968,(0.94391560656494566, 1.9955892415046692)
8279.205313999963,(0.97545185331503548, 1.208268662571907)
8372.142468999962,(0.94648888909816742, 1.0380297861364152)
8467.35072699996,(0.98859999728202819, 1.1121497351990806)
8565.631693999952,(0.97764691483974453, 0.64566362284951739)
8661.18277699995,(0.9665703709920247, 0.93730795725848937)
8753.94649299996,(0.98831110832426283, 1.1150907644298342)
8847.546141999956,(0.99881481467352973, 1.2929396547476451)
8944.704408999954,(0.98803888604376056, 0.87394820937845441)
9041.714421999954,(0.95572963024510282, 0.83623321307367748)
9134.61956499995,(0.9890222196049161, 0.99537335637542934)
9227.295377999944,(0.95111445856094357, 0.89362804079718061)
9322.643850999943,(0.97611904561519625, 0.70354873144957752)
9422.10580999995,(0.99966666658719383, 0.70953031461768679)
9517.512299999958,(0.98497777646117746, 1.5680257629553478)
